timestamp,emp_id,activity,is_threat,data_transferred_mb
2025-01-01 07:00:00,ENGINEERING047,login,0,0.0
2025-01-01 07:02:00,ENGINEERING009,login,0,0.0
2025-01-01 07:05:00,ENGINEERING046,login,0,0.0
2025-01-01 07:06:00,ENGINEERING016,login,0,0.0
2025-01-01 07:07:00,ENGINEERING019,login,0,0.0
2025-01-01 07:09:00,ENGINEERING012,login,0,0.0
2025-01-01 07:12:00,ENGINEERING037,login,0,0.0
2025-01-01 07:12:00,ENGINEERING005,login,0,0.0
2025-01-01 07:16:00,ENGINEERING027,login,0,0.0
2025-01-01 07:21:00,ENGINEERING003,login,0,0.0
2025-01-01 07:23:00,ENGINEERING039,login,0,0.0
2025-01-01 07:23:00,ENGINEERING026,login,0,0.0
2025-01-01 07:34:00,ENGINEERING007,login,0,0.0
2025-01-01 07:36:00,ENGINEERING029,login,0,0.0
2025-01-01 07:39:00,ENGINEERING010,login,0,0.0
2025-01-01 07:41:00,ENGINEERING023,login,0,0.0
2025-01-01 07:44:00,ENGINEERING024,login,0,0.0
2025-01-01 07:46:00,ENGINEERING030,login,0,0.0
2025-01-01 07:47:00,ENGINEERING040,login,0,0.0
2025-01-01 07:48:00,ENGINEERING043,login,0,0.0
2025-01-01 07:54:00,ENGINEERING011,login,0,0.0
2025-01-01 07:55:00,ENGINEERING035,login,0,0.0
2025-01-01 08:01:00,ENGINEERING002,login,0,0.0
2025-01-01 08:02:00,ENGINEERING048,login,0,0.0
2025-01-01 08:05:00,ENGINEERING030,file_access,0,12.021785030105935
2025-01-01 08:06:00,ENGINEERING047,file_access,0,18.764552162817967
2025-01-01 08:07:00,ENGINEERING007,file_access,0,16.321671418851842
2025-01-01 08:07:00,ENGINEERING027,file_access,0,29.782835966671037
2025-01-01 08:10:00,ENGINEERING047,file_access,0,25.050671148797555
2025-01-01 08:13:00,ENGINEERING050,login,0,0.0
2025-01-01 08:13:00,ENGINEERING015,login,0,0.0
2025-01-01 08:14:00,ENGINEERING030,file_access,0,11.552097767583643
2025-01-01 08:14:00,ENGINEERING003,file_access,0,16.862757900182828
2025-01-01 08:15:00,ENGINEERING027,file_access,0,15.326743925266896
2025-01-01 08:16:00,ENGINEERING022,login,0,0.0
2025-01-01 08:17:00,ENGINEERING005,file_access,0,8.886299773091672
2025-01-01 08:17:00,ENGINEERING011,file_access,0,22.24475245173906
2025-01-01 08:20:00,ENGINEERING009,file_access,0,13.684626958941177
2025-01-01 08:21:00,ENGINEERING023,file_access,0,11.433858582111693
2025-01-01 08:22:00,ENGINEERING018,login,0,0.0
2025-01-01 08:23:00,ENGINEERING003,file_access,0,26.88575241071367
2025-01-01 08:23:00,ENGINEERING047,file_access,0,27.566120514440545
2025-01-01 08:23:00,ENGINEERING025,login,0,0.0
2025-01-01 08:24:00,ENGINEERING047,file_access,0,12.097587288493626
2025-01-01 08:26:00,ENGINEERING036,login,0,0.0
2025-01-01 08:29:00,ENGINEERING003,file_access,0,7.961587599607435
2025-01-01 08:30:00,ENGINEERING049,login,0,0.0
2025-01-01 08:30:00,ENGINEERING044,login,0,0.0
2025-01-01 08:31:00,IT002,login,0,0.0
2025-01-01 08:31:00,ENGINEERING047,file_access,0,9.610804923026567
2025-01-01 08:32:00,ENGINEERING009,file_access,0,28.471295934316444
2025-01-01 08:33:00,ENGINEERING033,login,0,0.0
2025-01-01 08:35:00,ENGINEERING042,login,0,0.0
2025-01-01 08:38:00,ENGINEERING040,file_access,0,13.899118816729573
2025-01-01 08:38:00,ENGINEERING040,file_access,0,21.215084410525456
2025-01-01 08:39:00,ENGINEERING008,login,0,0.0
2025-01-01 08:39:00,ENGINEERING003,file_access,0,18.68881464427775
2025-01-01 08:40:00,ENGINEERING021,login,0,0.0
2025-01-01 08:40:00,ENGINEERING041,login,0,0.0
2025-01-01 08:40:00,IT006,login,0,0.0
2025-01-01 08:41:00,ENGINEERING030,file_access,0,10.50308160533202
2025-01-01 08:41:00,ENGINEERING006,login,0,0.0
2025-01-01 08:43:00,ENGINEERING047,file_access,0,21.803542016970805
2025-01-01 08:43:00,ENGINEERING001,login,0,0.0
2025-01-01 08:44:00,ENGINEERING023,file_access,0,10.835384376811634
2025-01-01 08:44:00,ENGINEERING031,login,0,0.0
2025-01-01 08:45:00,ENGINEERING014,login,0,0.0
2025-01-01 08:46:00,ENGINEERING005,file_access,0,19.14051145383277
2025-01-01 08:46:00,ENGINEERING047,file_access,0,17.430610681527796
2025-01-01 08:47:00,ENGINEERING030,file_access,0,7.296500553435954
2025-01-01 08:47:00,ENGINEERING045,login,0,0.0
2025-01-01 08:48:00,ENGINEERING012,file_access,0,7.301581884191078
2025-01-01 08:49:00,ENGINEERING027,file_access,0,15.319060635307457
2025-01-01 08:49:00,ENGINEERING013,login,0,0.0
2025-01-01 08:49:00,ENGINEERING030,file_access,0,21.16520245553334
2025-01-01 08:51:00,ENGINEERING038,login,0,0.0
2025-01-01 08:51:00,ENGINEERING028,login,0,0.0
2025-01-01 08:52:00,ENGINEERING003,file_access,0,29.670527252915857
2025-01-01 08:52:00,ENGINEERING017,login,0,0.0
2025-01-01 08:53:00,ENGINEERING046,file_access,0,12.318434381907599
2025-01-01 08:53:00,ENGINEERING004,login,0,0.0
2025-01-01 08:53:00,ENGINEERING012,file_access,0,25.861502870424374
2025-01-01 08:55:00,ENGINEERING032,login,0,0.0
2025-01-01 08:56:00,ENGINEERING027,file_access,0,9.05234283967488
2025-01-01 08:56:00,ENGINEERING034,login,0,0.0
2025-01-01 08:59:00,ENGINEERING020,login,0,0.0
2025-01-01 09:00:00,ENGINEERING043,file_access,0,8.257549979918277
2025-01-01 09:00:00,ENGINEERING004,file_access,0,28.227004981636558
2025-01-01 09:00:00,ENGINEERING032,file_access,0,28.929562086257842
2025-01-01 09:01:00,ENGINEERING045,file_access,0,27.434246108065974
2025-01-01 09:01:00,ENGINEERING049,file_access,0,12.233199846055712
2025-01-01 09:01:00,ENGINEERING025,file_access,0,22.470907895866354
2025-01-01 09:02:00,ENGINEERING001,file_access,0,9.661878095027987
2025-01-01 09:02:00,ENGINEERING035,file_access,0,8.81782606953366
2025-01-01 09:03:00,ENGINEERING034,file_access,0,26.48467091492764
2025-01-01 09:03:00,ENGINEERING042,file_access,0,21.331124989455784
2025-01-01 09:03:00,ENGINEERING002,file_access,0,22.968198324565655
2025-01-01 09:04:00,IT003,login,0,0.0
2025-01-01 09:06:00,IT001,login,0,0.0
2025-01-01 09:06:00,ENGINEERING029,file_access,0,21.118532411031236
2025-01-01 09:08:00,HR002,login,0,0.0
2025-01-01 09:09:00,ENGINEERING008,file_access,0,20.747495560384664
2025-01-01 09:10:00,IT010,login,0,0.0
2025-01-01 09:11:00,ENGINEERING045,file_access,0,12.473231314469578
2025-01-01 09:11:00,IT002,file_access,0,6.3127286365948345
2025-01-01 09:11:00,ENGINEERING005,file_access,0,18.801201647247403
2025-01-01 09:11:00,ENGINEERING031,file_access,0,5.170728178920488
2025-01-01 09:13:00,ENGINEERING011,file_access,0,10.329297831242947
2025-01-01 09:13:00,ENGINEERING007,file_access,0,20.34879526045568
2025-01-01 09:14:00,ENGINEERING002,file_access,0,16.12041981510066
2025-01-01 09:14:00,ENGINEERING035,file_access,0,16.864079831713095
2025-01-01 09:14:00,ENGINEERING026,file_access,0,18.38011451577872
2025-01-01 09:15:00,HR001,login,0,0.0
2025-01-01 09:16:00,ENGINEERING032,file_access,0,17.217514166901218
2025-01-01 09:16:00,ENGINEERING038,file_access,0,22.0872634954399
2025-01-01 09:16:00,ENGINEERING039,file_access,0,9.52318617391049
2025-01-01 09:17:00,IT009,login,0,0.0
2025-01-01 09:17:00,ENGINEERING045,file_access,0,22.063958847162404
2025-01-01 09:18:00,ENGINEERING009,file_access,0,9.128723715340183
2025-01-01 09:18:00,ENGINEERING017,file_access,0,6.043183428616265
2025-01-01 09:18:00,ENGINEERING028,file_access,0,14.00979251709163
2025-01-01 09:19:00,ENGINEERING005,file_access,0,9.753020380569879
2025-01-01 09:19:00,ENGINEERING011,file_access,0,6.516520423541537
2025-01-01 09:19:00,ENGINEERING038,file_access,0,16.539562522755737
2025-01-01 09:20:00,IT004,login,0,0.0
2025-01-01 09:20:00,ENGINEERING046,file_access,0,18.04532302372261
2025-01-01 09:21:00,ENGINEERING004,file_access,0,20.85341157622705
2025-01-01 09:22:00,ENGINEERING033,file_access,0,19.387468169542252
2025-01-01 09:23:00,ENGINEERING046,file_access,0,29.63625557095529
2025-01-01 09:23:00,ENGINEERING037,file_access,0,20.165809213528583
2025-01-01 09:23:00,ENGINEERING019,file_access,0,22.516107121880424
2025-01-01 09:23:00,ENGINEERING013,file_access,0,17.468047146038774
2025-01-01 09:23:00,ENGINEERING024,file_access,0,6.462318654728853
2025-01-01 09:24:00,ENGINEERING007,file_access,0,10.635357499369803
2025-01-01 09:24:00,ENGINEERING015,file_access,0,18.442747046517468
2025-01-01 09:25:00,ENGINEERING012,file_access,0,14.89059636127302
2025-01-01 09:25:00,ENGINEERING050,file_access,0,7.24929955995197
2025-01-01 09:26:00,ENGINEERING017,file_access,0,6.496754053738888
2025-01-01 09:26:00,ENGINEERING043,file_access,0,20.612480266704274
2025-01-01 09:26:00,ENGINEERING012,file_access,0,10.105260206919121
2025-01-01 09:29:00,ENGINEERING048,file_access,0,11.798165551040174
2025-01-01 09:29:00,ENGINEERING039,file_access,0,14.437693741056416
2025-01-01 09:30:00,IT007,login,0,0.0
2025-01-01 09:30:00,ENGINEERING017,file_access,0,23.08517522362427
2025-01-01 09:30:00,IT008,login,0,0.0
2025-01-01 09:34:00,ENGINEERING039,file_access,0,18.770063606215267
2025-01-01 09:35:00,ENGINEERING017,file_access,0,7.18466618042085
2025-01-01 09:37:00,ENGINEERING043,file_access,0,28.78457232825185
2025-01-01 09:37:00,ENGINEERING030,file_access,0,9.737481486667269
2025-01-01 09:37:00,ENGINEERING049,file_access,0,28.806636435589436
2025-01-01 09:38:00,ENGINEERING011,file_access,0,19.909291952470298
2025-01-01 09:38:00,ENGINEERING020,file_access,0,5.135738683972192
2025-01-01 09:39:00,ENGINEERING010,file_access,0,19.66262321714342
2025-01-01 09:40:00,ENGINEERING027,file_access,0,28.667159547990117
2025-01-01 09:41:00,ENGINEERING006,file_access,0,6.774945586184268
2025-01-01 09:41:00,ENGINEERING004,file_access,0,13.258013920655022
2025-01-01 09:42:00,ENGINEERING037,file_access,0,22.10210228508261
2025-01-01 09:43:00,ENGINEERING034,file_access,0,9.70319115243722
2025-01-01 09:43:00,ENGINEERING017,file_access,0,7.539106115873274
2025-01-01 09:43:00,ENGINEERING026,file_access,0,6.851168788859139
2025-01-01 09:44:00,ENGINEERING022,file_access,0,8.30439599846197
2025-01-01 09:45:00,ENGINEERING023,file_access,0,21.604684925989762
2025-01-01 09:46:00,ENGINEERING020,file_access,0,26.15386366593168
2025-01-01 09:46:00,ENGINEERING035,file_access,0,15.457080539125624
2025-01-01 09:47:00,ENGINEERING026,file_access,0,23.555477389186002
2025-01-01 09:47:00,ENGINEERING041,file_access,0,12.190647960083957
2025-01-01 09:48:00,ENGINEERING032,file_access,0,11.703719508229364
2025-01-01 09:50:00,ENGINEERING050,file_access,0,26.99727211703067
2025-01-01 09:51:00,ENGINEERING022,file_access,0,6.143655069998431
2025-01-01 09:51:00,ENGINEERING034,file_access,0,11.048312194356019
2025-01-01 09:51:00,ENGINEERING029,file_access,0,15.797946167602774
2025-01-01 09:52:00,ENGINEERING008,file_access,0,24.595349410674036
2025-01-01 09:52:00,ENGINEERING017,file_access,0,18.12525860696118
2025-01-01 09:52:00,ENGINEERING033,file_access,0,6.861707472198059
2025-01-01 09:52:00,ENGINEERING023,file_access,0,5.272554253917273
2025-01-01 09:53:00,IT002,file_access,0,29.578809086260517
2025-01-01 09:54:00,ENGINEERING013,file_access,0,10.778009765863022
2025-01-01 09:54:00,ENGINEERING028,file_access,0,12.143986168027302
2025-01-01 09:54:00,ENGINEERING010,file_access,0,19.216227398725795
2025-01-01 09:54:00,ENGINEERING022,file_access,0,17.285620741292288
2025-01-01 09:54:00,ENGINEERING012,file_access,0,12.46367602525815
2025-01-01 09:57:00,ENGINEERING047,file_access,0,18.07858257101585
2025-01-01 09:58:00,IT005,login,0,0.0
2025-01-01 09:58:00,ENGINEERING011,file_access,0,23.21467606603025
2025-01-01 09:59:00,ENGINEERING027,file_access,0,11.78054584138662
2025-01-01 10:00:00,ENGINEERING024,file_access,0,28.785023858510993
2025-01-01 10:00:00,ENGINEERING012,file_access,0,12.751902740283576
2025-01-01 10:01:00,ENGINEERING048,file_access,0,20.824249429889726
2025-01-01 10:02:00,ENGINEERING050,file_access,0,20.355624736030244
2025-01-01 10:03:00,ENGINEERING008,file_access,0,22.389866710771198
2025-01-01 10:04:00,ENGINEERING006,file_access,0,13.97632079722598
2025-01-01 10:04:00,ENGINEERING023,file_access,0,22.847682161145254
2025-01-01 10:04:00,ENGINEERING004,file_access,0,17.5714688493669
2025-01-01 10:06:00,IT008,file_access,0,13.2642591970827
2025-01-01 10:08:00,ENGINEERING019,file_access,0,12.632326160460476
2025-01-01 10:09:00,IT010,file_access,0,11.55375081144722
2025-01-01 10:09:00,ENGINEERING029,file_access,0,14.511575533204763
2025-01-01 10:10:00,ENGINEERING037,file_access,0,14.324734794166714
2025-01-01 10:10:00,ENGINEERING010,file_access,0,6.003238683721433
2025-01-01 10:10:00,ENGINEERING046,file_access,0,20.62634375326902
2025-01-01 10:11:00,ENGINEERING011,file_access,0,15.874109562382234
2025-01-01 10:12:00,ENGINEERING007,file_access,0,28.289713168676073
2025-01-01 10:12:00,ENGINEERING047,file_access,0,8.20558390214729
2025-01-01 10:12:00,HR002,file_access,0,11.596314243375156
2025-01-01 10:13:00,ENGINEERING006,file_access,0,28.89953800339652
2025-01-01 10:14:00,ENGINEERING022,file_access,0,16.859279911608517
2025-01-01 10:14:00,ENGINEERING020,file_access,0,17.13517472799991
2025-01-01 10:17:00,ENGINEERING008,file_access,0,16.34041442433023
2025-01-01 10:18:00,ENGINEERING045,file_access,0,18.878030789301068
2025-01-01 10:20:00,ENGINEERING043,file_access,0,14.904066884305218
2025-01-01 10:20:00,ENGINEERING048,file_access,0,18.27130526563281
2025-01-01 10:21:00,IT007,file_access,0,11.328480825093708
2025-01-01 10:21:00,ENGINEERING006,file_access,0,21.78141233788237
2025-01-01 10:22:00,ENGINEERING046,file_access,0,22.931541687854953
2025-01-01 10:22:00,ENGINEERING045,file_access,0,20.696472045261775
2025-01-01 10:22:00,ENGINEERING050,file_access,0,27.41153068315756
2025-01-01 10:24:00,ENGINEERING007,file_access,0,28.5228860594211
2025-01-01 10:26:00,ENGINEERING028,file_access,0,5.708820724922893
2025-01-01 10:27:00,IT010,file_access,0,28.196135933380795
2025-01-01 10:27:00,ENGINEERING019,file_access,0,19.671387919476985
2025-01-01 10:27:00,IT004,file_access,0,23.78714081744624
2025-01-01 10:27:00,ENGINEERING041,file_access,0,28.989809641573533
2025-01-01 10:28:00,ENGINEERING022,file_access,0,8.746810937241799
2025-01-01 10:28:00,IT001,file_access,0,18.887834654186513
2025-01-01 10:29:00,ENGINEERING013,file_access,0,16.242578975897786
2025-01-01 10:31:00,ENGINEERING025,file_access,0,19.920842988115332
2025-01-01 10:31:00,ENGINEERING012,file_access,0,22.698481300177345
2025-01-01 10:31:00,ENGINEERING024,file_access,0,9.185912029353888
2025-01-01 10:31:00,ENGINEERING010,file_access,0,28.945794569722125
2025-01-01 10:31:00,ENGINEERING006,file_access,0,23.229185208220077
2025-01-01 10:31:00,ENGINEERING014,file_access,0,28.699162555054084
2025-01-01 10:31:00,ENGINEERING019,file_access,0,17.946568510188673
2025-01-01 10:32:00,IT007,file_access,0,28.461232172603964
2025-01-01 10:33:00,ENGINEERING007,file_access,0,10.57315463656011
2025-01-01 10:34:00,ENGINEERING049,file_access,0,21.3926502601275
2025-01-01 10:34:00,ENGINEERING005,file_access,0,6.871578328760148
2025-01-01 10:34:00,ENGINEERING012,file_access,0,23.9516600378252
2025-01-01 10:35:00,ENGINEERING027,file_access,0,17.947666774132365
2025-01-01 10:35:00,ENGINEERING047,file_access,0,6.569291717505844
2025-01-01 10:36:00,ENGINEERING016,file_access,0,16.273074103830055
2025-01-01 10:36:00,ENGINEERING006,file_access,0,19.756206735180392
